sample path, correct (yes/no), result, prologTerm
Samples/ER(2023_3).aps, yes, Bien typé., "prog(block([cmds(funRec(fib,int,[(x,int)],if(app(id(lt),[id(x),num(1)]),num(1),app(id(add),[app(id(fib),[app(id(sub),[id(x),num(1)])]),app(id(fib),[app(id(sub),[id(x),num(2)])])])))),echo(app(id(fib),[num(3)]))]))."
Samples/EXPR/EXPR(if_0).aps, yes, Bien typé., "prog(block([echo(if(id(true),num(1),num(0)))]))."
Samples/EXPR/EXPR(and_00).aps, yes, Bien typé., "prog(block([echo(if(and(id(false),id(false)),num(10),num(11)))]))."
Samples/EXPR/EXPR(lt_1).aps, yes, Bien typé., "prog(block([echo(if(app(id(lt),[num(41),num(42)]),num(1),num(0)))]))."
Samples/EXPR/EXPR(eq_1).aps, yes, Bien typé., "prog(block([echo(if(app(id(eq),[num(42),num(42)]),num(1),num(0)))]))."
Samples/EXPR/EXPR(abs).aps, yes, Bien typé., "prog(block([cmds(fun(f,int,[(x,bool),(y,int)],if(id(x),id(y),num(0)))),echo(app(lambda([(b,bool)],app(id(f),[id(b),num(42)])),[id(true)]))]))."
Samples/EXPR/EXPR(not_0).aps, yes, Bien typé., "prog(block([echo(if(app(id(not),[id(false)]),num(1),num(0)))]))."
Samples/EXPR/EXPR(lt_0).aps, yes, Bien typé., "prog(block([echo(if(app(id(lt),[num(42),num(41)]),num(1),num(0)))]))."
Samples/EXPR/EXPR(and_01).aps, yes, Bien typé., "prog(block([echo(if(and(id(false),id(true)),num(10),num(11)))]))."
Samples/EXPR/EXPR(and_11).aps, yes, Bien typé., "prog(block([echo(if(and(id(true),id(true)),num(10),num(11)))]))."
Samples/EXPR/EXPR(and_10).aps, yes, Bien typé., "prog(block([echo(if(and(id(true),id(false)),num(10),num(11)))]))."
Samples/EXPR/EXPR(or_11).aps, yes, Bien typé., "prog(block([echo(if(or(id(true),id(true)),num(1),num(0)))]))."
Samples/EXPR/EXPR(app_mul).aps, yes, Bien typé., "prog(block([echo(app(id(mul),[num(5),num(5)]))]))."
Samples/EXPR/EXPR(app_sub).aps, yes, Bien typé., "prog(block([echo(app(id(sub),[num(42),num(17)]))]))."
Samples/EXPR/EXPR(or_01).aps, yes, Bien typé., "prog(block([echo(if(or(id(false),id(true)),num(1),num(0)))]))."
Samples/EXPR/EXPR(app_add).aps, yes, Bien typé., "prog(block([echo(app(id(add),[num(1),num(42)]))]))."
Samples/EXPR/EXPR(num).aps, yes, Bien typé., "prog(block([echo(num(42))]))."
Samples/EXPR/EXPR(app_f).aps, yes, Bien typé., "prog(block([cmds(fun(f,int,[(x,int),(y,int)],app(id(add),[app(id(mul),[num(42),id(x)]),app(id(sub),[app(id(div),[id(y),num(2)]),num(42)])]))),echo(app(id(f),[num(1),num(100)]))]))."
Samples/EXPR/EXPR(if_1).aps, yes, Bien typé., "prog(block([echo(if(id(false),num(1),num(0)))]))."
Samples/EXPR/EXPR(or_00).aps, yes, Bien typé., "prog(block([echo(if(or(id(false),id(false)),num(1),num(0)))]))."
Samples/EXPR/EXPR(id).aps, yes, Bien typé., "prog(block([cmds(const(a,int,num(3))),echo(id(a))]))."
Samples/EXPR/EXPR(not_1).aps, yes, Bien typé., "prog(block([echo(if(app(id(not),[id(true)]),num(1),num(0)))]))."
Samples/EXPR/EXPR(eq_0).aps, yes, Bien typé., "prog(block([echo(if(app(id(eq),[num(42),num(41)]),num(1),num(0)))]))."
Samples/EXPR/EXPR(or_10).aps, yes, Bien typé., "prog(block([echo(if(or(id(true),id(false)),num(1),num(0)))]))."
Samples/EXPR/EXPR(app_div).aps, yes, Bien typé., "prog(block([echo(app(id(div),[num(30),num(14)]))]))."
Samples/prog0.aps, yes, Bien typé., "prog(block([echo(num(42))]))."
Samples/TYPE/TYPE.aps, yes, Bien typé., "prog(block([cmds(const(a,int,num(5))),echo(id(a))]))."
Samples/TYPE/TYPES.aps, yes, Bien typé., "prog(block([cmds(fun(f,int,[(x,int),(y,bool)],app(id(add),[app(id(mul),[num(42),id(x)]),if(id(y),num(1),num(0))]))),echo(app(id(f),[num(1),id(true)]))]))."
Samples/STAT/STAT(call-aps1a).aps, no, Erreur de typage !!!, "prog(block([cmds(var(y,int)),set(id(y),num(1)),cmds(proc(x,[(argVar(z),int)],block([echo(id(z)),set(id(z),num(2))]))),call(id(x),[exprProcAdr(id(y))]),echo(id(y))]))."
Samples/STAT/STAT(call).aps, yes, Bien typé., "prog(block([cmds(var(x,int)),set(id(x),num(5)),cmds(proc(hichem,[(arg(y),int)],block([set(id(x),num(10)),echo(app(id(add),[id(x),id(y)]))]))),call(id(hichem),[id(x)])]))."
Samples/STAT/STAT(set).aps, yes, Bien typé., "prog(block([cmds(var(x,int)),set(id(x),num(5)),echo(id(x))]))."
Samples/STAT/STAT(echo).aps, yes, Bien typé., "prog(block([echo(num(42))]))."
Samples/STAT/STAT(while).aps, yes, Bien typé., "prog(block([cmds(var(x,int)),set(id(x),num(5)),while(app(id(lt),[id(x),num(10)]),block([set(id(x),app(id(add),[id(x),num(1)])),echo(id(x))]))]))."
Samples/STAT/STAT(if).aps, yes, Bien typé., "prog(block([cmds(const(x,int,num(5))),if(id(true),block([echo(id(x))]),block([echo(num(0))])),echo(num(1))]))."
Samples/prog2.aps, yes, Bien typé., "prog(block([cmds(const(hichem,int,num(21))),echo(app(id(add),[id(hichem),num(1)]))]))."
Samples/ARG/ARGS.aps, yes, Bien typé., "prog(block([cmds(fun(f,int,[(x,int),(y,int)],app(id(add),[app(id(mul),[num(42),id(x)]),app(id(sub),[app(id(div),[id(y),num(2)]),num(42)])]))),echo(app(id(f),[num(1),num(100)]))]))."
Samples/prog5.aps, yes, Bien typé., "prog(block([echo(if(id(true),num(2),num(3)))]))."
Samples/ER(2023_2).aps, yes, Bien typé., "prog(block([cmds(const(x,int,num(3))),cmds(fun(f,int,[(x,int)],app(id(add),[id(x),num(1)]))),cmds(fun(f,bool,[(y,int)],app(id(eq),[id(x),app(id(f),[id(y)])]))),echo(if(app(id(f),[num(2)]),id(x),num(0)))]))."
Samples/prog3.aps, yes, Bien typé., "prog(block([cmds(const(x,int,num(10))),echo(app(id(add),[id(x),app(id(add),[id(x),num(10)])]))]))."
Samples/prog10.aps, yes, Bien typé., "prog(block([cmds(funRec(f,int,[(x,int)],num(0))),echo(num(56))]))."
Samples/APS1/set.aps, yes, Bien typé., "prog(block([cmds(var(x,int)),cmds(var(y,int)),set(id(x),num(10)),set(id(y),num(20)),echo(app(id(add),[id(x),id(y)]))]))."
Samples/APS1/proc.aps, yes, Bien typé., "prog(block([cmds(proc(addTwo,[(arg(x),int)],block([cmds(var(temp,int)),set(id(temp),app(id(add),[id(x),num(2)])),echo(id(temp))]))),cmds(var(value,int)),set(id(value),num(5)),call(id(addTwo),[id(value)])]))."
Samples/APS1/while.aps, yes, Bien typé., "prog(block([cmds(var(counter,int)),cmds(var(sum,int)),set(id(counter),num(5)),set(id(sum),num(0)),while(app(id(lt),[num(0),id(counter)]),block([set(id(sum),app(id(add),[id(sum),id(counter)])),set(id(counter),app(id(sub),[id(counter),num(1)]))])),echo(id(sum))]))."
Samples/prog9.aps, yes, Bien typé., "prog(block([echo(app(lambda([(a,int)],app(id(sub),[id(a),num(2)])),[num(4)]))]))."
Samples/prog1.aps, yes, Bien typé., "prog(block([cmds(const(x,int,num(20))),echo(id(x))]))."
Samples/DEF/DEF(ProcRec).aps, yes, Bien typé., "prog(block([cmds(procRec(test,[(arg(a),int)],block([if(app(id(eq),[id(a),num(1)]),block([echo(num(1))]),block([call(id(test),[app(id(sub),[id(a),num(1)])])]))]))),call(id(test),[num(5)])]))."
Samples/DEF/DEF(proc).aps, yes, Bien typé., "prog(block([cmds(const(x,int,num(5))),cmds(proc(hichem,[(arg(x),int),(arg(y),int)],block([echo(app(id(add),[id(x),id(y)]))]))),echo(id(x))]))."
Samples/DEF/DEF(const).aps, yes, Bien typé., "prog(block([cmds(const(a,int,num(3))),echo(id(a))]))."
Samples/DEF/DEF(VAR).aps, yes, Bien typé., "prog(block([cmds(var(x,int)),set(id(x),num(11)),echo(id(x))]))."
Samples/DEF/DEF(fun).aps, yes, Bien typé., "prog(block([cmds(fun(f,int,[(x,int),(y,int)],app(id(add),[app(id(mul),[num(42),id(x)]),app(id(sub),[app(id(div),[id(y),num(2)]),num(42)])]))),echo(app(id(f),[num(1),num(100)]))]))."
Samples/DEF/DEF(funRec).aps, yes, Bien typé., "prog(block([cmds(funRec(somme,int,[(n,int)],if(app(id(eq),[id(n),num(0)]),num(0),app(id(add),[id(n),app(id(somme),[app(id(sub),[id(n),num(1)])])])))),echo(app(id(somme),[num(3)]))]))."
Samples/APS2/vect.aps, yes, Bien typé., "prog(block([cmds(const(monvecteur,vectorType(bool),alloc(num(2)))),set(vectorValue(id(monvecteur),num(0)),id(true)),set(vectorValue(id(monvecteur),num(1)),id(false)),if(nth(id(monvecteur),num(0)),block([echo(num(1))]),block([echo(num(0))]))]))."
Samples/APS2/invertTab.aps, yes, Bien typé., "prog(block([cmds(const(arr,vectorType(int),alloc(num(5)))),set(vectorValue(id(arr),num(0)),num(10)),set(vectorValue(id(arr),num(1)),num(20)),set(vectorValue(id(arr),num(2)),num(30)),set(vectorValue(id(arr),num(3)),num(40)),set(vectorValue(id(arr),num(4)),num(50)),cmds(var(i,int)),set(id(i),num(0)),while(app(id(lt),[id(i),app(id(div),[len(id(arr)),num(2)])]),block([cmds(const(temp,int,nth(id(arr),id(i)))),set(vectorValue(id(arr),id(i)),nth(id(arr),app(id(sub),[len(id(arr)),app(id(add),[id(i),num(1)])]))),set(vectorValue(id(arr),app(id(sub),[app(id(sub),[len(id(arr)),id(i)]),num(1)])),id(temp)),set(id(i),app(id(add),[id(i),num(1)]))])),echo(nth(id(arr),num(0)))]))."
Samples/APS2/copyVect.aps, yes, Bien typé., "prog(block([cmds(const(src,vectorType(int),alloc(num(3)))),set(vectorValue(id(src),num(0)),num(7)),set(vectorValue(id(src),num(1)),num(8)),set(vectorValue(id(src),num(2)),num(9)),cmds(const(dest,vectorType(int),alloc(len(id(src))))),cmds(var(i,int)),set(id(i),num(0)),while(app(id(lt),[id(i),len(id(src))]),block([set(vectorValue(id(dest),id(i)),nth(id(src),id(i))),set(id(i),app(id(add),[id(i),num(1)]))])),echo(nth(id(dest),num(1)))]))."
Samples/APS2/maxVec.aps, yes, Bien typé., "prog(block([cmds(const(nums,vectorType(int),alloc(num(5)))),set(vectorValue(id(nums),num(0)),num(1)),set(vectorValue(id(nums),num(1)),num(3)),set(vectorValue(id(nums),num(2)),num(2)),set(vectorValue(id(nums),num(3)),num(5)),set(vectorValue(id(nums),num(4)),num(4)),cmds(var(max,int)),set(id(max),nth(id(nums),num(0))),cmds(var(i,int)),set(id(i),num(1)),while(app(id(lt),[id(i),len(id(nums))]),block([if(app(id(lt),[id(max),nth(id(nums),id(i))]),block([set(id(max),nth(id(nums),id(i)))]),block([echo(num(1))])),set(id(i),app(id(add),[id(i),num(1)]))])),echo(id(max))]))."
